host_response_rate,host_acceptance_rate,host_listings_count,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews,latitude,longitude,city,zipcode,state
100%,80%,2,2,Private room,1.0,1.0,1.0,$75.00,,,1,1125,0,38.895716752594815,-76.98039484072048,Washington,20002,DC
100%,83%,4,6,Entire home/apt,3.0,3.0,3.0,$225.00,$75.00,$500.00,6,180,11,38.89221459014875,-77.00096875494556,Washington,20002,DC
56%,80%,1,2,Shared room,1.0,1.0,1.0,$80.00,$30.00,$100.00,1,30,4,38.905642691671964,-77.00535750770187,Washington,20002,DC
100%,76%,2,4,Private room,1.0,1.0,2.0,$137.00,$35.00,$250.00,1,14,28,38.90411988854359,-77.0056737531643,Washington,20002,DC
,,1,4,Private room,1.0,1.0,1.0,$98.00,$20.00,$200.00,3,90,28,38.899590957616226,-77.00270151728853,Washington,20001,DC
94%,100%,2,2,Entire home/apt,1.0,1.0,1.0,$149.00,$35.00,$150.00,1,1125,34,38.899821734806146,-76.99752842465568,Washington,20002,DC
100%,100%,1,6,Entire home/apt,3.0,1.5,3.0,$250.00,$100.00,$300.00,2,1125,11,38.896895069812935,-76.98670226343975,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$150.00,$50.00,$500.00,2,1125,26,38.89865200015843,-77.00177743006441,Washington,20002,DC
100%,100%,1,3,Entire home/apt,1.0,1.0,2.0,$168.00,$60.00,,2,4,47,38.904743107458216,-77.00543690094531,Washington,20002,DC
100%,100%,3,2,Private room,1.0,1.5,1.0,$59.00,$12.00,$95.00,1,1125,9,38.90567234538206,-77.00542655269649,Washington,20001,DC
100%,50%,1,2,Entire home/apt,1.0,1.0,1.0,$80.00,$60.00,$250.00,3,120,1,38.898812427949316,-76.99333437786035,Washington,20002,DC
100%,100%,2,3,Entire home/apt,1.0,1.0,2.0,$80.00,$35.00,,1,30,1,38.895902627696906,-76.98191521381592,Washington,20002,DC
93%,98%,3,2,Private room,1.0,1.0,1.0,$126.00,$45.00,$95.00,1,21,51,38.8930963088736,-76.99834590458974,Washington,20002,DC
100%,,1,5,Entire home/apt,2.0,1.5,3.0,$125.00,,,6,1125,0,38.898839800227854,-76.99730181486565,Washington,20002,DC
,,1,2,Entire home/apt,0.0,1.0,1.0,$100.00,$40.00,,5,1125,4,38.90287087281147,-77.00833341582224,Washington,20002,DC
75%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$100.00,$50.00,$200.00,1,1125,1,38.90448560304772,-77.00045557944476,Washington,20002,DC
100%,93%,6,15,Entire home/apt,6.0,4.5,12.0,$499.00,$200.00,$500.00,2,1125,0,38.899877393816155,-76.99872739714151,Washington,20002,DC
98%,52%,49,4,Entire home/apt,1.0,1.0,1.0,$195.00,,,3,90,2,38.89669017246993,-77.00024647902187,Washington,20002,DC
,,1,4,Entire home/apt,1.0,2.5,2.0,$100.00,$50.00,$100.00,3,1125,1,38.89829606989861,-76.98468224298897,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$125.00,,,1,1125,8,38.8990919170464,-76.98395410317272,Washington,20002,DC
100%,92%,1,4,Entire home/apt,1.0,1.0,2.0,$145.00,$135.00,$350.00,2,30,142,38.89624510769046,-77.0012087971836,Washington,20002,DC
100%,97%,2,2,Entire home/apt,0.0,1.0,1.0,$175.00,$50.00,,3,30,141,38.898661039393275,-77.0017941635382,Washington,20002,DC
100%,87%,4,6,Entire home/apt,3.0,1.0,3.0,$199.00,,,1,1125,0,38.899793513573044,-76.99027072534484,Washington,20002,DC
97%,100%,3,3,Entire home/apt,1.0,1.0,1.0,$75.00,$30.00,$500.00,1,1125,12,38.90207855320446,-76.98960894995624,Washington,20002,DC
88%,75%,1,4,Entire home/apt,2.0,1.0,2.0,$130.00,$60.00,,1,1125,0,38.89346615410652,-76.99169723075724,Washington,20002,DC
89%,100%,1,5,Entire home/apt,1.0,2.0,1.0,$150.00,,,1,1125,3,38.89537193311703,-76.98707140189289,Washington,20002,DC
97%,59%,2,5,Entire home/apt,2.0,1.5,2.0,$220.00,,,1,1125,3,38.896951569571705,-76.99185913541713,Washington,20002,DC
,,1,2,Private room,1.0,1.5,1.0,$75.00,,,1,1125,0,38.896509199929106,-76.99181839919271,Washington,20002,DC
53%,92%,1,5,Entire home/apt,1.0,1.0,1.0,$115.00,$50.00,,1,3,43,38.893295406810815,-76.99713885685317,Washington,20002,DC
99%,89%,25,4,Entire home/apt,1.0,1.0,2.0,$119.00,$85.00,$300.00,3,1125,3,38.89313330605732,-76.9972120646882,Washington,20002,DC
90%,67%,1,4,Entire home/apt,2.0,2.5,2.0,$225.00,$80.00,,3,26,36,38.895909094583175,-76.9980267872364,Washington,20002,DC
80%,93%,1,2,Entire home/apt,1.0,1.0,1.0,$125.00,,,3,1125,28,38.89923031078142,-76.98951133118277,Washington,20002,DC
100%,100%,1,3,Entire home/apt,1.0,1.0,2.0,$124.00,$40.00,$100.00,2,60,25,38.90510386719326,-77.00637210947869,Washington,20002,DC
86%,83%,1,1,Private room,1.0,1.0,1.0,$95.00,,$500.00,1,1125,51,38.89815014167687,-76.98679133768205,Washington,20002,DC
100%,87%,4,2,Private room,1.0,1.0,1.0,$59.00,$10.00,,1,1125,1,38.90142298351787,-76.99010532785299,Washington,20002,DC
100%,50%,1,3,Entire home/apt,2.0,1.0,2.0,$149.00,$60.00,,2,365,1,38.897899312386116,-76.98730691367099,Washington,20002,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$99.00,,,4,1125,6,38.89655877862023,-76.98518322423847,Washington,20002,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$95.00,$25.00,,5,1125,1,38.898976939571696,-77.00012697137555,Washington,20002,DC
100%,100%,2,4,Entire home/apt,1.0,1.0,2.0,$126.00,,,1,1125,1,38.90170891646711,-76.9992007290313,Washington,20002,DC
100%,100%,1,1,Private room,1.0,0.0,1.0,$64.00,,,1,1125,2,38.89456580713985,-76.98183638531856,Washington,20002,DC
92%,94%,30,6,Entire home/apt,2.0,2.5,3.0,$299.00,$150.00,,3,999,17,38.894398860013155,-76.9980960478356,Washington,20002,DC
100%,100%,3,1,Private room,1.0,1.0,1.0,$35.00,$20.00,,1,1125,8,38.892658909434935,-76.98084853878163,Washington,20002,DC
91%,93%,1,2,Private room,1.0,1.5,2.0,$50.00,,,2,28,119,38.89714945915864,-76.99667233942381,Washington,20002,DC
100%,100%,2,6,Entire home/apt,2.0,1.0,4.0,$179.00,$95.00,$100.00,1,45,96,38.90111953664303,-76.99819949824467,Washington,20002,DC
,,1,2,Private room,1.0,1.5,1.0,$70.00,,,2,1125,12,38.90026456877767,-76.9898151907154,Washington,20002,DC
100%,100%,1,3,Entire home/apt,1.0,1.0,1.0,$125.00,,,1,1125,29,38.905800851655094,-76.9989397433166,Washington,20002,DC
100%,67%,1,2,Entire home/apt,1.0,1.0,1.0,$180.00,,,2,10,4,38.89808958529952,-76.99717270231741,Washington,20002,DC
60%,83%,1,2,Private room,1.0,1.0,1.0,$79.00,,,1,1125,22,38.90576379873079,-77.00515675566379,Washington,20002,DC
100%,100%,5,1,Private room,1.0,,1.0,$75.00,$25.00,,2,21,175,38.897511299144895,-76.99256921353249,Washington,20002,DC
67%,100%,1,2,Private room,1.0,1.0,1.0,$100.00,,,7,1125,0,38.90524313242502,-77.00539003831351,Washington,20002,DC
,,1,2,Entire home/apt,0.0,1.0,1.0,$80.00,,,3,15,5,38.89879581680093,-76.99124348407673,Washington,20002,DC
,,3,4,Entire home/apt,2.0,2.5,2.0,$300.00,$35.00,,1,1125,0,38.8986483223072,-76.99697661268232,Washington,20002,DC
,,1,2,Private room,1.0,1.5,1.0,$107.00,,,1,1125,4,38.89699169688789,-76.98090026920043,Washington,20002,DC
100%,,1,6,Entire home/apt,3.0,1.0,3.0,$250.00,$75.00,$250.00,1,1125,0,38.900126586539685,-76.99989724958304,Washington,20002,DC
99%,89%,25,6,Entire home/apt,3.0,1.0,3.0,$199.00,$115.00,$500.00,3,1125,9,38.89309391675522,-77.00166497127157,Washington,20002,DC
100%,100%,1,3,Private room,1.0,2.0,2.0,$90.00,,,1,1125,55,38.90089452532877,-77.00103733293443,Washington,20002,DC
,,1,2,Entire home/apt,1.0,1.0,1.0,$105.00,$15.00,$200.00,1,7,2,38.90586228246634,-77.0054946567794,Washington,20002,DC
70%,,3,4,Entire home/apt,2.0,1.0,2.0,$150.00,$150.00,,3,120,0,38.89607376837689,-76.9751008212038,Washington,20002,DC
90%,83%,1,3,Entire home/apt,1.0,1.0,1.0,$125.00,$30.00,,2,1125,4,38.904947415666534,-77.00576335312203,Washington,20002,DC
100%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$85.00,$25.00,$250.00,2,7,45,38.89762013349278,-76.97331699224834,Washington,20002,DC
98%,52%,49,6,Entire home/apt,2.0,1.0,2.0,$225.00,,,3,90,4,38.89769333523889,-76.98619599846283,Washington,20002,DC
100%,100%,1,2,Private room,1.0,1.0,1.0,$99.00,,$250.00,1,1125,1,38.899667173823815,-76.98684150734715,Washington,20002,DC
,,1,3,Entire home/apt,1.0,1.0,1.0,$150.00,,,1,1125,1,38.89628577820879,-77.00067226615205,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$85.00,$25.00,$150.00,2,15,71,38.89622789765952,-76.97356496613381,Washington,20002,DC
100%,88%,1,2,Entire home/apt,1.0,1.0,,$115.00,$20.00,,2,1125,9,38.89210463919966,-76.99698173720952,Washington,20002,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$120.00,,,1,1125,16,38.90552475255611,-77.0067561545447,Washington,20002,DC
100%,100%,3,1,Private room,1.0,1.0,1.0,$35.00,$20.00,,1,730,1,38.89301985712443,-76.9801356158602,Washington,20002,DC
100%,100%,1,2,Private room,1.0,2.0,1.0,$79.00,,,1,1125,42,38.899947416515424,-76.98931860962969,Washington,20002,DC
50%,100%,1,1,Private room,1.0,1.0,1.0,$40.00,$40.00,,7,1125,1,38.89755288249956,-76.98014944638719,Washington,20002,DC
90%,60%,1,2,Entire home/apt,1.0,1.0,2.0,$149.00,$75.00,$300.00,2,1125,15,38.892472940680044,-76.986422131993,Washington,20002,DC
100%,100%,1,5,Entire home/apt,1.0,1.0,2.0,$115.00,$25.00,,1,14,37,38.894127550478245,-76.97856389121878,Washington,20002,DC
94%,100%,1,3,Entire home/apt,1.0,1.0,1.0,$105.00,$30.00,,1,365,7,38.89556071005453,-76.99509508363786,Washington,20002,DC
100%,100%,1,3,Shared room,1.0,1.0,2.0,$58.00,$5.00,,1,1125,15,38.895844610810286,-76.97758206589462,Washington,20002,DC
100%,100%,1,4,Entire home/apt,2.0,2.0,2.0,$250.00,$200.00,$250.00,4,28,7,38.8950352743385,-76.99962974278013,Washington,20002,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$125.00,$20.00,,2,4,2,38.899682857501226,-77.00042232260924,Washington,20002,DC
,,1,2,Private room,1.0,1.0,1.0,$95.00,,,1,1125,0,38.89597305811081,-76.98558927461521,Washington,20002,DC
100%,89%,2,3,Entire home/apt,1.0,1.0,1.0,$180.00,,$100.00,1,14,10,38.90580842716013,-77.0000121766483,Washington,20002,DC
,,3,2,Private room,1.0,1.0,1.0,$156.00,,,1,1125,0,38.89874335524694,-76.99907937687014,Washington,20002,DC
91%,50%,1,2,Entire home/apt,1.0,1.5,1.0,$135.00,,,1,1125,4,38.89919865081964,-76.9866417419056,Washington,20002,DC
92%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$95.00,$20.00,,1,1125,19,38.902784306416905,-76.99545155644294,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$145.00,$50.00,$500.00,3,1125,5,38.90550285431888,-77.00549821199057,Washington,20002,DC
97%,59%,2,2,Private room,1.0,1.5,1.0,$120.00,,,1,1125,11,38.897389960372635,-76.99317360364965,Washington,20002,DC
90%,86%,1,3,Entire home/apt,1.0,1.0,1.0,$160.00,$25.00,,1,1125,6,38.90548099332307,-77.00589410703131,Washington,20002,DC
57%,0%,1,2,Private room,1.0,1.0,1.0,$79.00,$20.00,,1,21,41,38.89724540434703,-76.97124526797391,Washington,20002,DC
75%,100%,1,2,Private room,1.0,1.0,1.0,$55.00,$25.00,,2,1125,1,38.90451108607028,-76.99477257098894,Washington,20002,DC
,,1,2,Entire home/apt,1.0,1.0,2.0,$50.00,,,1,1125,1,38.89294084762209,-76.99777105972571,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$135.00,$65.00,$250.00,2,1125,14,38.89579651456884,-76.99259892255573,Washington,20002,DC
90%,100%,5,2,Private room,1.0,1.0,1.0,$80.00,,,1,1125,2,38.90492877106014,-77.00853909362117,Washington,20002,DC
100%,100%,1,2,Entire home/apt,1.0,1.5,1.0,$148.00,,,1,1125,5,38.89496653188271,-76.99526135502244,Washington,20002,DC
100%,100%,3,3,Private room,1.0,1.5,1.0,$69.00,$12.00,$95.00,1,1125,5,38.90591084873118,-77.00706761404696,Washington,20001,DC
100%,83%,4,6,Entire home/apt,2.0,2.5,3.0,$300.00,$90.00,$250.00,4,1125,39,38.89233140550638,-77.00084213131167,Washington,20002,DC
100%,75%,1,4,Entire home/apt,1.0,1.0,2.0,$85.00,$50.00,,1,1125,1,38.890535431287056,-76.9759267750164,Washington,20002,DC
100%,63%,1,2,Private room,1.0,1.0,1.0,$58.00,$15.00,,1,1125,1,38.899030422989604,-76.98436232845431,Washington,20002,DC
,,1,2,Private room,1.0,1.0,1.0,$110.00,$20.00,,1,3,0,38.89613711676145,-76.97789266138268,Washington,20002,DC
100%,100%,1,2,Private room,1.0,1.5,1.0,$40.00,$18.00,$99.00,2,7,11,38.896045667656146,-76.97222550272363,Washington,20002,DC
100%,86%,5,2,Private room,1.0,1.0,1.0,$55.00,$40.00,,5,365,9,38.892954790938695,-76.98140298367225,Washington,20002,DC
100%,100%,2,2,Private room,1.0,1.0,1.0,$95.00,,,2,7,40,38.8959322276713,-76.97786871611281,Washington,20002,DC
100%,100%,2,4,Private room,1.0,1.5,2.0,$144.00,$24.00,,1,13,48,38.90379162183147,-77.00267023797375,Washington,20002,DC
100%,95%,5,4,Entire home/apt,2.0,1.0,2.0,$199.00,$70.00,$100.00,3,60,80,38.89644840592239,-76.98911805122785,Washington,20002,DC
90%,60%,1,2,Private room,1.0,1.5,1.0,$70.00,$30.00,$200.00,3,99,22,38.895072489884384,-76.99210254896444,Washington,20002,DC
70%,,3,2,Private room,1.0,1.0,1.0,$75.00,$75.00,,3,120,1,38.896322910789564,-76.97535128898954,Washington,20002,DC
90%,90%,1,2,Private room,1.0,1.5,1.0,$71.00,$30.00,$100.00,1,1125,11,38.89932011155818,-76.98592649357433,Washington,20002,DC
100%,100%,2,7,Entire home/apt,3.0,3.5,3.0,$300.00,$50.00,,3,1125,8,38.9060268724366,-76.99934918748015,Washington,20002,DC
100%,67%,1,2,Entire home/apt,1.0,1.0,1.0,$108.00,,,3,1125,0,38.90339444211784,-77.0026275869007,Washington,20002,DC
,,1,7,Entire home/apt,2.0,1.5,3.0,$190.00,$100.00,,3,1125,2,38.89845670790306,-76.99102421053128,Washington,20002,DC
100%,100%,2,4,Entire home/apt,1.0,1.0,2.0,$105.00,$25.00,,2,1125,58,38.90256040667179,-77.00171380036055,Washington,20002,DC
100%,100%,2,4,Entire home/apt,1.0,1.0,2.0,$129.00,$90.00,$200.00,2,1125,15,38.90120997870689,-77.00047838111955,Washington,20002,DC
67%,73%,1,3,Entire home/apt,1.0,1.0,2.0,$135.00,$75.00,$500.00,2,20,23,38.89751489130482,-76.99588718887992,Washington,20002,DC
100%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$125.00,$100.00,$400.00,3,1125,19,38.89494844724005,-77.00321644046271,Washington,20002,DC
100%,29%,1,3,Entire home/apt,1.0,1.0,1.0,$100.00,,,1,1125,3,38.89905704543736,-76.98810526748262,Washington,20002,DC
,,1,2,Private room,1.0,1.0,1.0,$80.00,,,1,1125,0,38.89501529021588,-76.98901496721061,Washington,20002,DC
100%,100%,2,9,Entire home/apt,3.0,2.5,4.0,$178.00,$80.00,$200.00,3,1125,4,38.8975174240236,-76.97513565460369,Washington,20002,DC
75%,67%,1,3,Entire home/apt,2.0,1.0,2.0,$125.00,,,3,1125,7,38.896377604856475,-76.99727870361684,Washington,20002,DC
94%,100%,1,1,Private room,1.0,1.0,1.0,$65.00,,,1,1125,3,38.893140345992244,-76.99686382897349,Washington,20002,DC
100%,,1,4,Entire home/apt,1.0,1.0,2.0,$86.00,$10.00,,2,1125,5,38.8967205373391,-76.98260649861115,Washington,20002,DC
100%,86%,5,2,Private room,1.0,1.0,1.0,$55.00,$40.00,,5,365,42,38.892466912858936,-76.98269042906564,Washington,20002,DC
,,1,4,Entire home/apt,0.0,1.0,1.0,$114.00,,,2,3,0,38.90469380705129,-77.00700956839056,Washington,20002,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$165.00,$75.00,,5,1125,1,38.89240569541717,-77.00081383827306,Washington,20002,DC
89%,100%,2,2,Private room,1.0,1.0,2.0,$70.00,$50.00,$300.00,3,1125,2,38.897386974208494,-76.99007167295768,Washington,20002,DC
90%,90%,2,4,Private room,1.0,1.5,1.0,$90.00,$20.00,$100.00,1,60,9,38.89548866212854,-77.00105732133557,Washington,20002,DC
100%,100%,1,2,Private room,1.0,1.0,1.0,$89.00,$50.00,,1,1125,7,38.89514678511952,-76.99838090419948,Washington,20002,DC
100%,100%,1,1,Private room,1.0,1.5,1.0,$80.00,,,1,1125,2,38.898360163639154,-76.97923585216287,Washington,20002,DC
100%,100%,1,4,Entire home/apt,2.0,1.5,2.0,$105.00,$120.00,"$1,000.00",4,1125,8,38.89707163602889,-76.98255474374525,Washington,20002,DC
100%,100%,1,2,Private room,1.0,1.5,1.0,$90.00,$30.00,$250.00,2,3,35,38.90443941482414,-76.9987091542784,Washington,20002,DC
100%,73%,3,1,Shared room,1.0,1.0,1.0,$70.00,$15.00,$175.00,2,1125,1,38.90582831195732,-77.00556275570462,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,1.0,$135.00,$65.00,$150.00,1,1125,111,38.89491004237894,-76.99316057609491,Washington,20002,DC
82%,57%,2,6,Entire home/apt,2.0,2.5,4.0,$180.00,$100.00,$300.00,3,1125,29,38.90155670815811,-76.99297044015688,Washington,20002,DC
89%,100%,2,4,Entire home/apt,2.0,1.0,3.0,$160.00,$50.00,$300.00,3,11,3,38.89827581024338,-76.98888331890831,"Washington, D.C.",20002,DC
99%,89%,25,5,Entire home/apt,2.0,1.0,3.0,$149.00,$90.00,$300.00,3,1125,6,38.892210368154295,-77.0020286166344,Washington,20002,DC
,,1,3,Entire home/apt,1.0,1.0,1.0,$249.00,,,1,1125,1,38.89756687589213,-76.98184460000346,Washington,20002,DC
64%,100%,2,4,Entire home/apt,2.0,1.0,2.0,$149.00,$75.00,,1,1125,8,38.89504185194856,-76.9898045721428,Washington,20002,DC
100%,100%,2,2,Private room,1.0,1.0,1.0,$64.00,,,2,11,30,38.904016976762534,-76.99523355002259,Washington,20002,DC
99%,96%,32,2,Entire home/apt,1.0,1.0,1.0,$149.00,$45.00,$150.00,4,21,6,38.897351323940775,-77.00362653190895,Washington,20002,DC
80%,100%,1,1,Private room,1.0,1.5,1.0,$90.00,$25.00,,1,1125,8,38.89947468825576,-76.99839912209505,Washington,20002,DC
,,1,2,Private room,1.0,1.0,2.0,$150.00,,,2,5,0,38.893041407479245,-76.99713281219594,Washington,20002,DC
90%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$179.00,$65.00,,2,1125,15,38.894386206285255,-76.99709553558625,Washington,20002,DC
100%,100%,2,4,Entire home/apt,1.0,1.0,3.0,$159.00,$55.00,,2,1125,20,38.89284948735632,-76.99908905960983,Washington,20002,DC
100%,100%,2,2,Entire home/apt,1.0,1.0,1.0,$220.00,,,2,1125,23,38.893430154473045,-76.99692316137663,Washington,20002,DC
70%,100%,1,3,Entire home/apt,1.0,1.0,1.0,$117.00,$60.00,$100.00,2,4,6,38.90459142683512,-77.00740424647819,Washington,20002,DC
100%,100%,1,4,Entire home/apt,2.0,1.0,2.0,$84.00,$90.00,,2,1125,1,38.89359591365359,-76.98822333787584,Washington,20002,DC
100%,73%,3,2,Private room,1.0,1.0,1.0,$105.00,$25.00,$275.00,2,1125,0,38.90605482151484,-77.00704778839709,Washington,20002,DC
98%,52%,49,4,Entire home/apt,0.0,1.0,2.0,$175.00,,,3,90,3,38.90179078279062,-76.99482756887167,Washington,20002,DC
,,3,2,Private room,1.0,1.0,2.0,$175.00,$35.00,,1,1125,0,38.89984012676512,-76.99740009000298,Washington,20002,DC
70%,,3,2,Private room,1.0,1.0,1.0,$75.00,$75.00,,3,120,0,38.898105942924474,-76.97555243709401,Washington,20002,DC
99%,89%,25,6,Entire home/apt,2.0,1.5,2.0,$234.00,$115.00,$300.00,3,1125,7,38.892644226177495,-77.00268556874965,Washington,20002,DC
90%,100%,5,2,Private room,1.0,1.0,1.0,$80.00,,,1,1125,2,38.90458143054091,-77.00729783898497,Washington,20002,DC
100%,100%,2,4,Entire home/apt,1.0,1.0,2.0,$129.00,$25.00,$150.00,1,1125,10,38.893170210366605,-76.9990351041065,Washington,20002,DC
100%,100%,2,10,Entire home/apt,2.0,1.5,4.0,$194.00,$24.00,,2,29,70,38.903869653561344,-77.00137287530531,Washington,20002,DC
100%,,1,2,Entire home/apt,1.0,1.0,1.0,$75.00,$25.00,$95.00,1,1125,0,38.89614427293323,-76.97539501566905,Washington,20002,DC
90%,95%,1,2,Entire home/apt,0.0,1.0,1.0,$80.00,$45.00,,3,1125,8,38.89911123500665,-76.9917961690508,Washington,20002,DC
99%,89%,25,9,Entire home/apt,3.0,2.0,3.0,$225.00,$135.00,$300.00,3,1125,2,38.89471916847551,-76.98166007255683,Washington,20002,DC
33%,,1,2,Private room,1.0,1.0,1.0,$125.00,$25.00,,1,1125,0,38.89999527775921,-77.00282228087542,Washington,20002,DC
100%,67%,1,6,Entire home/apt,3.0,2.5,4.0,$300.00,$150.00,$300.00,2,1125,8,38.90067983121524,-77.00222287065348,Washington,20002,DC
100%,100%,1,5,Entire home/apt,1.0,1.0,3.0,$130.00,,$150.00,2,1125,51,38.900826080026775,-76.99306881158266,Washington,20002,DC
67%,100%,1,1,Private room,1.0,1.5,1.0,$56.00,,,4,1125,1,38.9048650551491,-77.00042178307226,Washington,20002,DC
100%,100%,2,2,Private room,1.0,1.0,1.0,$105.00,,,1,1125,0,38.897447357866504,-76.99419459892299,Washington,20002,DC
,,1,6,Entire home/apt,2.0,2.5,3.0,$245.00,$140.00,$250.00,7,1125,0,38.89612921269397,-76.99854405555429,Washington,20002,DC
90%,95%,1,4,Entire home/apt,1.0,1.0,1.0,$95.00,$35.00,$100.00,2,365,98,38.89632078639488,-76.98802566713597,Washington,20002,DC
100%,100%,1,8,Entire home/apt,2.0,1.0,5.0,$140.00,$75.00,$250.00,2,30,6,38.897684866787465,-76.97112529615247,Washington,20002,DC
100%,97%,2,2,Private room,1.0,1.0,1.0,$75.00,$25.00,,2,1125,17,38.89936030404301,-76.98650323235913,Washington,20002,DC
100%,88%,6,2,Private room,1.0,1.5,1.0,$79.00,,$150.00,6,1125,8,38.89724880981347,-76.985674277107,Washington,20002,DC
91%,100%,1,3,Entire home/apt,1.0,1.0,1.0,$115.00,$50.00,$100.00,2,7,15,38.90594502643236,-77.00457429904199,Washington,20002,DC
100%,100%,1,5,Entire home/apt,2.0,1.0,2.0,$225.00,$50.00,$500.00,1,1125,0,38.8932607167506,-76.99140713976746,Washington,20002,DC
,,1,4,Private room,1.0,1.0,1.0,$229.00,$80.00,,3,90,0,38.89310742138917,-76.99664433698521,Washington,20002,DC
98%,52%,49,6,Entire home/apt,2.0,1.0,5.0,$250.00,,,3,90,10,38.90064238867974,-76.99729599479167,Washington,20002,DC
90%,83%,1,2,Private room,1.0,1.0,1.0,$40.00,,,4,1125,0,38.90580969225868,-76.99837950549342,Washington,20002,DC
,,1,6,Entire home/apt,2.0,1.5,2.0,$150.00,$100.00,,3,1125,6,38.902547468870814,-76.99394210502612,Washington,20002,DC
100%,100%,1,3,Entire home/apt,1.0,1.0,1.0,$129.00,,,2,1125,8,38.901091036385274,-76.99858129051078,Washington,20002,DC
75%,33%,1,4,Entire home/apt,2.0,2.5,2.0,$225.00,$40.00,,2,365,16,38.904264499979305,-76.99668498954199,Washington,20002,DC
100%,96%,5,5,Entire home/apt,2.0,2.5,2.0,$300.00,$100.00,$500.00,2,360,0,38.89750693721467,-77.00041874005032,Washington,20002,DC
86%,100%,1,6,Entire home/apt,1.0,1.0,2.0,$95.00,$30.00,,1,1125,1,38.894944163831205,-76.97849152553573,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$125.00,$70.00,$350.00,3,28,23,38.905196150418845,-76.99643175807313,Washington,20002,DC
100%,100%,3,4,Entire home/apt,2.0,1.0,2.0,$185.00,,,3,1125,0,38.905067151736816,-76.99643452134768,Washington,20002,DC
100%,50%,1,2,Shared room,1.0,1.0,1.0,$90.00,,,2,5,18,38.898007263504546,-77.0011272978312,Washington,20002,DC
94%,100%,2,4,Entire home/apt,2.0,2.0,2.0,$198.00,$60.00,$198.00,1,1125,1,38.89889770953473,-76.99933437410552,Washington,20002,DC
90%,90%,1,4,Entire home/apt,1.0,1.0,2.0,$120.00,$35.00,$300.00,2,7,75,38.89425349066914,-76.99982261856688,Washington,20002,DC
75%,100%,1,2,Private room,1.0,1.5,1.0,$150.00,,$200.00,3,150,10,38.900210545315815,-76.99084997997724,Washington,20002,DC
100%,100%,1,8,Entire home/apt,3.0,2.5,4.0,$260.00,$150.00,$100.00,3,180,38,38.89922885299047,-76.9969856040732,Washington,20002,DC
100%,28%,1,3,Private room,1.0,1.0,1.0,$99.00,,,1,7,18,38.918371348690464,-77.04011252650567,Washington,20009,DC
,,1,1,Private room,1.0,1.0,1.0,$140.00,,,1,1125,0,38.92574745061047,-77.04110737780191,Washington,20009,DC
100%,89%,2,2,Private room,1.0,1.0,1.0,$99.00,$25.00,,1,7,11,38.92217040303173,-77.0427047260348,Washington,20009,DC
