MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Remodeled,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageArea,PavedDrive,SalePrice
120,RL,51.0,3635,Blmngtn,TwnhsE,1Story,7,5,2007,0,1569,0,1,2,0,1,1,660,Y,175900
190,RM,60.0,11340,OldTown,2fmCon,2Story,4,6,1885,1,2290,0,0,2,0,4,0,560,N,122500
60,RL,,16545,NoRidge,1Fam,2Story,8,5,1998,0,2450,1,0,2,1,3,1,1069,Y,340000
20,RL,71.0,9204,NAmes,1Fam,1Story,5,5,1963,0,1144,1,0,1,1,3,0,336,Y,124000
20,RL,,16381,Crawfor,1Fam,1Story,6,5,1969,0,1844,1,0,2,0,3,1,540,Y,223000
60,RL,90.0,11700,NWAmes,1Fam,2Story,6,6,1968,0,1416,0,0,2,1,3,1,776,Y,179900
120,RL,53.0,4043,NPkVill,TwnhsE,1Story,6,5,1977,0,1069,0,0,2,0,2,1,440,Y,127500
120,RM,37.0,4435,CollgCr,TwnhsE,1Story,6,5,2003,0,848,1,0,1,0,1,0,420,Y,136500
80,RL,,19690,Edwards,1Fam,SLvl,6,7,1966,0,2201,0,0,2,0,4,1,432,Y,274970
20,RL,,9503,NAmes,1Fam,1Story,5,5,1958,1,1344,1,0,1,0,2,1,484,Y,144000
20,RL,80.0,10721,NAmes,1Fam,1Story,6,6,1959,0,1252,0,0,1,0,3,0,528,Y,142000
60,RL,81.0,10944,NoRidge,1Fam,2Story,7,5,1994,0,2127,1,0,2,1,3,2,525,Y,271000
50,RL,60.0,10930,NAmes,1Fam,1.5Fin,5,6,1945,1,1558,1,0,1,1,3,1,288,Y,140000
30,RM,60.0,7200,OldTown,1Fam,1Story,5,7,1940,1,804,1,0,1,0,2,2,240,Y,119000
20,RL,,12546,NWAmes,1Fam,1Story,6,7,1981,0,1440,0,0,2,0,3,1,467,Y,182900
60,RL,60.0,21930,Gilbert,1Fam,2Story,5,5,2005,0,1838,0,0,2,1,4,1,372,Y,192140
120,RL,,4928,NPkVill,TwnhsE,1Story,6,6,1976,0,958,0,0,2,0,2,0,440,Y,143750
30,RL,60.0,10800,OldTown,1Fam,1Story,4,6,1927,1,968,0,0,2,0,4,0,216,Y,64500
60,RL,93.0,10261,Gilbert,1Fam,2Story,6,5,2000,0,1792,1,0,2,1,3,1,451,Y,186500
20,RL,80.0,17400,Mitchel,1Fam,1Story,5,5,1977,0,1126,1,0,2,0,3,1,484,P,160000
20,RL,80.0,8400,NAmes,1Fam,1Story,6,9,1962,1,1537,1,0,1,1,3,1,462,Y,174000
20,RL,60.0,9000,NAmes,1Fam,1Story,4,6,1971,0,864,0,0,1,0,3,0,528,Y,120500
20,RL,96.0,12444,NridgHt,1Fam,1Story,8,5,2008,0,1932,1,0,2,0,2,1,774,Y,394617
20,RM,90.0,7407,OldTown,1Fam,1Story,6,7,1957,1,1236,1,0,1,0,2,0,923,Y,149700
60,RL,80.0,11584,NWAmes,1Fam,SLvl,7,6,1979,0,1725,0,0,2,1,3,1,550,Y,197000
70,RL,79.0,11526,Crawfor,1Fam,2.5Fin,6,7,1922,1,2555,0,0,2,0,3,1,672,Y,191000
120,RM,,4426,CollgCr,TwnhsE,1Story,6,5,2004,0,848,1,0,1,0,1,1,420,Y,149300
60,FV,85.0,11003,Somerst,1Fam,2Story,10,5,2008,0,2007,1,0,2,1,3,1,812,Y,310000
30,RL,,8854,BrkSide,1Fam,1.5Unf,6,6,1916,1,952,0,0,1,0,2,1,192,P,121000
20,RL,63.0,8500,CollgCr,1Fam,1Story,7,5,2004,0,1422,0,0,2,0,3,0,626,Y,179600
85,RL,70.0,8400,Sawyer,1Fam,SFoyer,6,5,1966,0,913,1,0,1,0,3,0,240,Y,129000
20,RL,,26142,Mitchel,1Fam,1Story,5,7,1962,0,1188,0,0,1,0,3,0,312,P,157900
60,RL,80.0,10000,CollgCr,1Fam,2Story,8,5,1995,1,2090,1,0,2,1,3,1,556,Y,240000
50,RL,70.0,11767,Edwards,1Fam,2Story,4,7,1910,1,1346,0,0,1,1,2,0,384,Y,112000
180,RM,21.0,1533,MeadowV,Twnhs,SFoyer,5,7,1970,0,630,1,0,1,0,1,0,0,Y,92000
90,RL,60.0,9000,NAmes,Duplex,2Story,5,5,1974,0,1792,0,0,2,2,4,0,0,Y,136000
20,RL,78.0,9262,Somerst,1Fam,1Story,8,5,2008,1,1578,0,0,2,0,3,1,840,Y,287090
180,RM,35.0,3675,Edwards,TwnhsE,SLvl,5,5,2005,0,1072,1,0,1,0,2,0,525,Y,145000
20,RL,90.0,17217,Mitchel,1Fam,1Story,5,5,2006,0,1140,0,0,1,0,3,0,0,Y,84500
20,FV,62.0,7500,Somerst,1Fam,1Story,7,5,2004,1,1221,1,0,2,0,2,0,400,Y,185000
60,RL,62.0,7917,Gilbert,1Fam,2Story,6,5,1999,1,1647,0,0,2,1,3,1,460,Y,175000
20,RL,85.0,13175,NWAmes,1Fam,1Story,6,6,1978,1,2073,1,0,2,0,3,2,500,Y,210000
70,RL,66.0,9042,Crawfor,1Fam,2Story,7,9,1941,1,2340,0,0,2,0,4,2,252,Y,266500
20,RL,68.0,9717,NAmes,1Fam,1Story,5,6,1950,1,1078,1,0,1,0,2,0,240,Y,142125
20,RL,75.0,9937,Edwards,1Fam,1Story,5,6,1965,0,1256,1,0,1,1,3,0,276,Y,147500
